issue_key,issue_summary,issue_type,issue_status,issue_resolution,issue_components,issue_description,issue_priority,issue_affects_versions,issue_fix_versions,issue_labels,issue_votes,issue_watchers,issue_created_datetimetz,issue_updated_datetimetz,issue_resolution_datetimetz,issue_creator_id,issue_creator_name,issue_creator_timezone,issue_assignee_id,issue_assignee_name,issue_assignee_timezone,issue_reporter_id,issue_reporter_name,issue_reporter_timezone,project
CAMEL-394,Improve logging for camel-mina,Improvement,Done,Fixed,camel-mina,"Currently camel-mina does not log using similar log classnames for a MinaProducer and MinaConsumer. This can be a bit misleading in the log files.

MinaConsumer uses an anonymous inner class to do the IoHandler where as MinaProducer does not. This renders the loglines such as
{code}
MinaConsumer$1 - XXX
MinaProducer$RecieveHandler - XXX
{code}

MinaConsumer should use a non anonymous inner classes so logging is the same:
{code}
MinaConsumer$RecieveHandler - XXX
MinaProducer$ResponseHandler - XXX
{code}
",Minor,1.3.0,1.3.0,"",0,0,2008-03-24T08:34:42.000+0000,2008-03-26T05:21:17.000+0000,2008-03-26T05:15:08.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-393,BatchProcessor always consumes directly from endpoint ignoring previous steps,Bug,Done,Fixed,camel-core,"Aggregator when created connects itself directly to the endpoint it 'originates' - not to the last step of processing so in such case

{code}
from(""seda:header"").setHeader(""visited"", constant(true)).aggregator(header(""cheese"")).to(""mock:result"");
{code}

at {{mock:result}} _visited_ header is not set and in fact there are two different routes created that start from {{seda:header}}: one directly to aggregator, and the second one to {{setHeader()}}.

In case of direct endpoint everything works because direct component invokes flows one-by-one so it will set the header, and then aggregate, but with seda it doesn't work.

Lets look at the test I added to {{AggregatorTest}} class to see the problem ({{_testAggregatorNotAtStart()}}). This test doesn't pass so far and I was unable to fix it, because I'm not good enough in DSL code. maybe someone could handle this.
Another solution is to let to specify aggregator in RouteType so it could be used only just after {{from()}}.",Major,"",1.6.0;2.0-M1,"",1,0,2008-03-20T22:07:45.000+0000,2009-07-31T06:33:32.000+0000,2008-12-30T10:24:16.000+0000,romkal,Roman Kalukiewicz,Etc/UTC,hadrian,Hadrian Zbarcea,America/New_York,romkal,Roman Kalukiewicz,Etc/UTC,camel
CAMEL-392,RawMessageInvokingContext; copy all contents to the new out message,New Feature,Done,Fixed,camel-cxf,"I'm granting it with ASF license 

To: camel-user@activemq.apache.org
Subject: Re: camel-cxf RawMessageInvokingContext
Date: Thu, 20 Mar 2008 09:48:21 +0800
Reply-To: camel-user@activemq.apache.org

Hi Marc,

I am OK for this patch after I went though the patch.
Please fill a JIRA with this patch and grand it with ASF license, then I 
will put it into the repository.

Cheers,

Willem

Marc Giger wrote:
> Hi Willem,
>
> Attached is a patch for camel-cxf to copy all of the contents to
> the new out message.
>
> An example use case:
> A processor which has to decrypt the incoming request to decide
> which route should be choosen.
> Later in a cxf-interceptor you don't have decrypt the message again,
> but use the stored one.
>
> All existing camel-cxf JUnit tests passes successful.
>
> What do you think?
>
> Thanks.
>
> Cheers,
>
> Marc  
",Major,1.3.0,1.3.0,"",0,0,2008-03-20T08:14:36.000+0000,2008-05-12T12:45:34.000+0000,2008-03-26T06:41:18.000+0000,gigerstyle,Marc Giger,Etc/UTC,njiang,Willem Jiang,Asia/Shanghai,gigerstyle,Marc Giger,Etc/UTC,camel
CAMEL-391,"<camelContext> cannot include xmlns:c="".."" attributes due to Spring bug SPR-4599",Bug,Done,Fixed,"","This is caused by this spring bug http://jira.springframework.org/browse/SPR-4599


",Major,"",1.3.0,"",0,0,2008-03-19T09:21:55.000+0000,2008-05-12T12:45:34.000+0000,2008-03-19T12:10:26.000+0000,jstrachan,James Strachan,Etc/UTC,,,,jstrachan,James Strachan,Etc/UTC,camel
CAMEL-390,"if folks overload xmlns to use camel, then define beans with <bean ...> Camel should generate an error with a useful error message",Improvement,Done,Won't Fix,"",See this thread... http://www.nabble.com/BeanFactoryAware-%28Spring%29-tp16122107s22882p16124218.html,Critical,"",1.5.0,"",0,1,2008-03-18T15:55:19.000+0000,2009-02-16T05:51:46.000+0000,2008-10-08T17:25:09.000+0000,jstrachan,James Strachan,Etc/UTC,hadrian,Hadrian Zbarcea,America/New_York,jstrachan,James Strachan,Etc/UTC,camel
CAMEL-389, Parallel processing route,Improvement,Done,Fixed,camel-core,"Adding the support of this user story
 CXF Consumer -> Route ---> parallelly send messages and recieve responses
---> aggregate response --> further process ----> return

Here is more information about this story [1]
http://www.nabble.com/Parallel-processing-route-td15642110.html#a15642110",Major,1.2.0,1.3.0,"",0,0,2008-03-17T09:31:51.000+0000,2008-05-12T12:45:34.000+0000,2008-04-01T14:07:56.000+0000,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,camel
CAMEL-388,Requestor doesn't honor JmsConfiguration.useVersion102,Bug,Done,Fixed,camel-jms,"Requestor doesn't honor JmsConfiguration.useVersion102

Within createListenerContainer() it creates instance of SimpleMessageListenerContainer, however for 1.0.2 it have to create instance of SimpleMessageListenerContainer102 instead.",Major,1.3.0,1.3.0,"",0,1,2008-03-14T11:46:24.000+0000,2008-05-12T12:45:34.000+0000,2008-03-20T04:16:55.000+0000,mikhail.krivoshein@gmail.com,Mikhail Krivoshein,Etc/UTC,njiang,Willem Jiang,Asia/Shanghai,mikhail.krivoshein@gmail.com,Mikhail Krivoshein,Etc/UTC,camel
CAMEL-387,dependency jsch:jsch has been moved to com.jcraft:jsch,Improvement,Done,Fixed,camel-ftp,"The dependency:
   jsch:jsch 
has been moved to:
   com.jcraft:jsch

",Minor,1.3.0,1.3.0,"",0,0,2008-03-14T07:05:01.000+0000,2008-05-12T12:45:34.000+0000,2008-03-20T04:17:35.000+0000,lhe,Lars Heinemann,Etc/UTC,njiang,Willem Jiang,Asia/Shanghai,lhe,Lars Heinemann,Etc/UTC,camel
CAMEL-386,Copy the response context back in the camel-cxf producer which works in MESSAGE or PAYLOAD DataFormat ,Improvement,Done,Fixed,camel-cxf,"If the real server through the soap fault with http response code 500 , camel-cxf component need to pass it back to the client side.
Here are some discussion about it
http://www.nabble.com/mixing-dataFormat-in-camel-cxf-td16001871.html#a16001871",Minor,1.2.0,1.3.0,"",0,0,2008-03-14T05:01:50.000+0000,2008-05-12T12:45:33.000+0000,2008-03-24T03:50:13.000+0000,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,camel
CAMEL-385,support attachments for better support of JBI and JAX-WS stuff,New Feature,Done,Fixed,"",,Major,"",1.4.0,"",1,2,2008-03-13T11:29:59.000+0000,2008-06-05T09:04:03.000+0000,2008-04-25T12:10:28.000+0000,jstrachan,James Strachan,Etc/UTC,njiang,Willem Jiang,Asia/Shanghai,jstrachan,James Strachan,Etc/UTC,camel
CAMEL-384,Support for a full customized soap-fault incl. fault-code and detail,Bug,Done,Fixed,camel-cxf,Don't wrap a Fault in a Fault.,Major,1.3.0,1.3.0,"",0,0,2008-03-12T18:48:11.000+0000,2008-05-12T12:45:33.000+0000,2008-03-14T02:21:07.000+0000,gigerstyle,Marc Giger,Etc/UTC,njiang,Willem Jiang,Asia/Shanghai,gigerstyle,Marc Giger,Etc/UTC,camel
CAMEL-383,Exchange.getOut() not returning (blocking till timeout) when ExchangePattern.InOut used as well as message headers and exchange properties not passed when a Camel Mina used.,Bug,Done,Fixed,camel-mina,"Exchange.getOut() not returning (blocking till timeout) when ExchangePattern.InOut used. Additionally, message properties and exchange headers does not seem to be passed when using MINA TCP communication. In direct pojo or bean, everything seems working.
I have attached the classes needed to resolve the issue. No modifications are made to interfaces (method signatures). Classes affected are:
org/apache/camel/component/mina/MinaEndpoint.java
org/apache/camel/component/mina/MinaProducer.java
org/apache/camel/component/mina/MinaConsumer.java
new class introduced:
org/apache/camel/component/mina/MinaTransportObject.java

Junit test attached:

org\apache\camel\component\mina\MinaTcpExchangeTest.java
",Major,1.2.0,1.3.0,"",0,0,2008-03-12T16:18:36.000+0000,2008-05-12T12:45:33.000+0000,2008-03-24T11:47:55.000+0000,georgiosgeorgiadis,Georgios Georgiadis,Etc/UTC,njiang,Willem Jiang,Asia/Shanghai,georgiosgeorgiadis,Georgios Georgiadis,Etc/UTC,camel
CAMEL-382,support the JAXWS Dispatch API in camel-cxf component,New Feature,Done,Won't Fix,camel-cxf,"Current Camel-CXF producer do not support to send out request with JAXWS Dispatch API.
We could build a DispatchImpl with the CxfEndpoint information, and invoke the service with low level message. 
",Major,"",2.1.0,"",1,0,2008-03-10T03:15:17.000+0000,2010-02-07T09:54:13.000+0000,2009-10-27T11:51:23.000+0000,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,camel
CAMEL-381,camel-mina UDP protocol should have encoding configuration,New Feature,Done,Fixed,camel-mina,"If sending string messages using a MinaProducer then the encoding configuration is not possible to configure.

Currently it is fixed as:
{code}
                    encoder = Charset.defaultCharset().newEncoder();
{code}

It should be possible to configure this so we can have all those exotic kind of encodings to work.",Minor,1.3.0,1.3.0,"",0,0,2008-03-09T14:02:28.000+0000,2008-03-15T09:45:42.000+0000,2008-03-15T09:45:42.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,njiang,Willem Jiang,Asia/Shanghai,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-380,camel-mina UDP protocol fails when sending bytes,Bug,Done,Fixed,camel-mina,"Using a CamelProducer to send bytes to a mina UDP listener fails.

This unit tests below fails
Using: ""Hello from bytes"" as a plain string works fine.

{code}
    public void testSendingByteMessages() throws Exception {
        MockEndpoint endpoint = getMockEndpoint(""mock:result"");
        endpoint.expectedMessageCount(1);

        template.sendBody(""mina:udp://127.0.0.1:4445"", ""Hello from bytes"".getBytes());
        // sleeping for while to let the mock endpoint get all the message
        Thread.sleep(1000);

        assertMockEndpointsSatisifed();
        List<Exchange> list = endpoint.getReceivedExchanges();
        assertEquals(""Hello from bytes"", list.get(0).getIn().getBody(String.class));
    }
{code}",Major,1.3.0,1.3.0,"",0,0,2008-03-09T12:43:12.000+0000,2008-05-12T07:48:07.000+0000,2008-03-10T02:28:38.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,njiang,Willem Jiang,Asia/Shanghai,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-379,minor patch to fix unit test failing due slow computer,Bug,Done,Cannot Reproduce,camel-core,"On my laptop I nearly constantly get unit test failure in camel-core when testing from scratch.

The file is DirectoryCreateIssueTest that only sleeps for 2 sec, and it takes nearly 7 secs on my computer to generate the files for the unit test to pass with flying colors.

This patch increases the sleep to 10 sec.",Major,1.3.0,1.3.0,"",0,0,2008-03-09T08:12:11.000+0000,2008-10-23T20:02:07.000+0000,2008-03-10T08:33:41.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,njiang,Willem Jiang,Asia/Shanghai,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-378,camel-mina UDP protocol to support synchronous mode (InOut),Sub-task,Done,Fixed,camel-mina,"The TCP protocol already support this in CAMEL-356. Improve the code to support it for the UDP protocol as well.

Remember to update the wiki docs.",Minor,1.3.0,1.3.0,"",0,0,2008-03-08T13:52:22.000+0000,2008-05-12T07:48:07.000+0000,2008-03-08T17:31:11.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,,,,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-377,camel-mina throw propper exceptions,Sub-task,Done,Fixed,camel-mina,"The camel-mina code throws improper exceptions in various places:
- Exception
- RuntimeException
- IOException for invalid argument

Exception and RuntimeException is changed to CamelException and we now throw IllegalArgumentException for invalid arguments.

This is include in the patch for CAMEL-356",Trivial,1.3.0,1.3.0,"",0,0,2008-03-08T13:50:27.000+0000,2008-05-12T07:48:07.000+0000,2008-03-09T07:37:17.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,,,,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-376,Access to Mina session from MinaConsumer,Sub-task,Done,Fixed,camel-mina,"The TODO in the source code to let MinaConsumer give access to Mina IoSession in the MinaExchange holder object.

See the new unit test MinaExchangeTest for sample how you now can get access to various Mina information from its session.",Minor,1.3.0,1.3.0,"",0,0,2008-03-08T13:44:18.000+0000,2008-05-12T07:48:07.000+0000,2008-03-09T07:33:20.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,,,,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-375,camel-mina improvements,Improvement,Done,Fixed,camel-mina,This ticket holds reference to the various camel-mina improvments and bugfixes lately.,Minor,1.3.0,1.3.0,"",0,0,2008-03-08T13:41:52.000+0000,2008-05-12T07:48:07.000+0000,2008-03-09T10:19:09.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,,,,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-374,HttpBinding.writeResponse doesn't set the response status code (i.e. it's always 200),Bug,Done,Fixed,camel-http;camel-jetty,"When writing out an Http response, the HttpBinding should check for the existing of the header HttpProducer.HTTP_RESPONSE_CODE and set it in the response if it's there.  This allows requests made via the http component to be output with the correct status code info.  If also allows processors in the flow to control the status code by setting the header themselves.",Major,1.2.0,1.3.0,"",0,0,2008-03-07T21:31:47.000+0000,2008-05-12T12:45:33.000+0000,2008-03-24T03:51:02.000+0000,dtabwhite,David White,Etc/UTC,njiang,Willem Jiang,Asia/Shanghai,dtabwhite,David White,Etc/UTC,camel
CAMEL-373,xquery does not work from xml if query contains functions,Bug,Done,Fixed,"","Give something like this:

[                          main] DeadLetterChannel              ERROR Failed delivery for exchangeId: ID-xxxxx/63907-1204902526306/0-1. On delivery attempt: 0 caught: org.apache.camel.RuntimeExpressionException: net.sf.saxon.trans.DynamicError: org.w3c.dom.DOMException: HIERARCHY_REQUEST_ERR: An attempt was made to insert a node where it is not permitted. 
org.apache.camel.RuntimeExpressionException: net.sf.saxon.trans.DynamicError: org.w3c.dom.DOMException: HIERARCHY_REQUEST_ERR: An attempt was made to insert a node where it is not permitted. 
	at org.apache.camel.component.xquery.XQueryBuilder.evaluate(XQueryBuilder.java:124)



",Major,1.3.0,1.3.0,"",0,0,2008-03-07T15:09:32.000+0000,2008-05-12T12:45:33.000+0000,2008-03-07T20:50:18.000+0000,hadrian,Hadrian Zbarcea,America/New_York,hadrian,Hadrian Zbarcea,America/New_York,hadrian,Hadrian Zbarcea,America/New_York,camel
CAMEL-372,JMS endpoints should default to be transactional; using the JMS transaction manager if no transaction manager is explicitly configured?,Improvement,Done,Won't Fix,"",Its such a common use case - using camel-jms should be transactional out of the box unless the user explicitly disables transactions. So defaulting the transactionManager property seems to make sense,Major,"",2.0-M2,"",0,1,2008-03-07T13:28:17.000+0000,2009-11-21T11:57:54.000+0000,2009-05-18T14:24:52.000+0000,jstrachan,James Strachan,Etc/UTC,njiang,Willem Jiang,Asia/Shanghai,jstrachan,James Strachan,Etc/UTC,camel
CAMEL-371,Mina Producer should have configurable timeout,Improvement,Done,Fixed,camel-mina,"Currently the camel mina producer (MinaProducer) defaults to have a 10 sec timeout.

This is currently not possible to configured eg from the URL parameters etc.
Also we should documented on the wiki that 10 sec. is default.",Minor,1.3.0,1.3.0,"",0,0,2008-03-07T05:11:45.000+0000,2008-05-12T07:48:07.000+0000,2008-03-09T10:19:44.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,,,,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-370,SftpConsumer is not connecting and retrieving remote files,Bug,Done,Fixed,camel-ftp,SftpConsumer does not connect to server due to patch for CAMEL-251.  The SftpConsumer also checks remote file modification timestamp against last poll timestamp but incorrectly converts seconds to milliseconds using integer math so the resulting conversion is always negative and will never retrieve file.  I will attach the fixes to this issue.,Minor,1.3.0,1.3.0,"",0,0,2008-03-06T23:09:39.000+0000,2008-05-12T12:45:33.000+0000,2008-03-07T02:30:31.000+0000,ccustine,Chris Custine,America/Denver,hadrian,Hadrian Zbarcea,America/New_York,ccustine,Chris Custine,America/Denver,camel
